502,Renie,Alcott,18-02-1987,dam,Amsterdam
503,Ardenia,Ulphia,17-05-1989,dam,Mandurah
504,Vinita,Freddi,01-03-1992,ef,Cincinnati
505,Binny,Wallis,19-07-1993,dam,Pretoria
506,Stephanie,Wind,01-07-1995,ef,Guadalajara
507,Netty,Monk,28-11-1995,ef,Albuquerque
508,Nadine,Carlson,11-06-2001,ef,Brisbane
509,Phylis,Atonsah,12-01-1990,ef,Monaco
510,Di,Hutchison,19-03-1985,dam,Barcelona
511,Sam,Chabot,15-02-1989,dam,Tegucigalpa
512,Maridel,Ulphia,31-05-1986,dam,Jeddah
513,Teddie,Flyn,13-01-1982,ef,Moroni
514,Nessie,Halsey,28-11-1990,dam,Bratislava
515,Madeleine,Abernon,22-02-1985,ef,Dammam
516,Cam,Francyne,10-12-1992,dam,Vienna
517,Mellicent,Leopold,12-12-2001,dam,Medan
518,Ilse,Goddard,03-10-1982,dam,Almaty
519,Lanna,Pettiford,28-02-1986,ef,Madrid
520,Ariela,Mitzi,02-01-1995,dam,Tampa
521,Isa,Thunell,04-09-1995,dam,Salzburg
522,Judy,Pitt,01-11-1994,dam,Providence
523,Arlina,Brandice,04-05-1991,ef,Forked River
524,Thalia,Nea,12-04-1983,dam,Abidjan
525,Mahalia,Doig,17-10-1991,ef,Nukuʻalofa
526,Florencia,Tiffa,23-05-1985,ef,Makati City
527,Collen,Poppy,06-11-1982,ef,Surat Thani
528,Jean,Montgomery,15-10-2001,dam,Labasa
529,Petronia,Halsey,07-02-1985,ef,Hobart
530,Roseline,Tippets,22-11-1981,ef,Shenyang
531,Patricia,Timon,05-11-1994,dam,Medina
532,Amelia,Cadmar,20-03-1997,ef,Port-au-Prince
533,Doralynne,Lia,26-06-1994,ef,Oslo
534,Emelina,Vanni,07-04-1998,ef,Yaren District
535,Blinni,Obed,10-09-1983,ef,Kiev
536,Sean,Aida,29-01-2001,ef,Mendoza
537,Sidoney,Suzetta,16-09-1980,dam,Saskatoon
538,Molli,Zina,29-07-1994,dam,Hamilton
539,Maud,Berriman,28-11-1987,dam,Pekanbaru
540,Frieda,Lail,12-11-1993,dam,Simferopol
541,Lucy,Marisa,28-11-1983,ef,Warsaw
542,Nariko,Markman,04-11-2000,ef,Darwin
543,Andeee,Stilwell,17-03-2001,dam,Dammam
544,Riannon,Lissi,11-10-1984,ef,Tashkent
545,Eadie,Gherardo,14-08-1985,dam,Lviv
546,Kathy,Thad,13-05-1986,dam,Dodoma
547,Kara-Lynn,Wyn,03-01-2001,ef,Mata-Utu
548,Sindee,Genna,02-06-1989,dam,Ibadan
549,Sherrie,Raychel,21-05-1996,ef,Cork (city)
550,Stevana,Niles,08-12-1983,ef,Osaka
551,Johna,Kendrick,30-01-1996,dam,Nukuʻalofa
552,Dede,Faria,08-11-1992,ef,Gaziantep
553,Alexine,Schalles,17-04-2002,dam,Dunedin
554,Catrina,Buttaro,29-05-1996,dam,Bujumbura
555,Catrina,O'Rourke,04-09-1982,ef,Graz
556,Cassondra,Winthorpe,11-05-1984,ef,El Aaiún
557,Shel,Ranjiv,08-04-1993,dam,Douala
558,Cassandra,Timon,26-12-1996,dam,Lhasa
559,Carol-Jean,Rebecka,24-05-1988,dam,Port of Spain
560,Shaylyn,Sibyls,12-12-1990,dam,Tashkent
561,Luci,Ogren,09-03-1992,ef,Bissau
562,Brynna,McNully,12-10-1992,dam,Cincinnati
563,Sherrie,Sparhawk,01-01-1985,ef,Atlanta
564,Violet,Eugenia,14-05-2001,dam,Lusaka
565,Libbie,Irmine,05-02-1983,dam,Mecca
566,Gianina,Himelman,06-05-1994,ef,Dodoma
567,Eolanda,Cherianne,04-01-2000,ef,Kunming
568,Elena,Lorain,20-06-1994,dam,Kandahar
569,Tonia,Ariella,19-09-1984,ef,Boa Vista
570,Arlina,Hessler,20-03-2002,ef,Athens
571,Thalia,Sherrie,28-12-1990,ef,Bishkek
572,Talya,Bronk,19-06-1990,dam,Yerevan
573,Mildrid,Seessel,05-11-1991,ef,Lubumbashi
574,Maisey,Mandler,09-08-1988,ef,Majuro
575,Lucille,Urias,11-05-1996,ef,Greenwich
576,Josephine,Armanda,22-08-1999,dam,London
577,Tilly,Carlson,10-04-1989,ef,Regina
578,Netty,Kamaria,15-10-2000,ef,Medan
579,Charissa,Granoff,07-04-1996,dam,Rockhampton
580,Ursulina,Ranjiv,18-06-1995,dam,Kigali
581,Selia,Lamoree,15-04-1993,ef,Basse-Terre
582,Nannie,Ilka,23-05-1997,dam,Davao City
583,Claresta,Kunin,24-10-2000,dam,Chaguanas
584,Lynnea,Dom,27-10-1987,dam,Brasília
585,Demetris,Jacinda,26-09-1996,dam,Vientiane
586,Joleen,Cohdwell,16-10-1987,dam,Leeds
587,Linzy,Raama,11-11-1980,ef,Kansas City
588,Beverley,Miru,15-03-1989,dam,Nouakchott
589,Glynnis,Hirsch,29-07-1981,ef,Athens
590,Dorthy,Lipson,13-11-1990,dam,Multan
591,Abbie,Ferino,28-05-1988,dam,Istanbul
592,Winny,Luhe,22-09-1995,dam,Dibrugarh
593,Aryn,Pozzy,17-12-2000,ef,Johor Bahru
594,Darci,Liebermann,02-12-1997,ef,Detroit
595,Gratia,Thema,22-10-1990,dam,Gothenburg
596,Romona,Zitvaa,04-01-1987,dam,San Francisco
597,Angelique,Grosz,05-06-1992,dam,Tripoli
598,Amii,Khorma,21-01-1983,dam,Kobe
599,Desirae,Brieta,18-08-1985,ef,Valdivia
600,Florencia,Suzetta,04-06-1990,dam,Iquitos
601,Flo,Toni,10-04-1987,dam,Las Palmas de Gran Canaria
602,Amalie,Oster,20-10-1982,dam,Stanley
603,Ottilie,Darbie,03-07-1995,dam,Raleigh
604,Dorice,Gualtiero,13-04-1987,dam,Pago Pago
605,Ada,Rolf,10-04-1994,ef,Changchun
606,Stephanie,Marisa,02-04-1996,dam,Antananarivo
607,Letizia,Rese,17-09-1995,dam,Da Nang
608,Amara,Chem,11-01-1994,ef,Albuquerque
609,Fredericka,Garbe,07-03-1997,ef,Kunming
610,Doralynne,Frendel,08-05-2001,ef,Leipzig
611,Florie,Valoniah,13-05-1983,ef,Nagpur
612,Lolita,Louanna,27-03-1981,dam,Guatemala City
613,Ardenia,Delp,11-07-1990,dam,Qingdao
614,Wileen,Primalia,20-09-1997,dam,Charlottetown
615,Queenie,Lunsford,17-05-1998,dam,Busan
616,Verla,Janene,04-08-1998,dam,Port-au-Prince
617,Jaime,Emerson,14-02-1994,ef,Campo Grande
618,Alleen,Darrell,17-05-1986,dam,Kingston
619,Molli,Kenwood,09-01-1999,dam,Angra do Heroísmo
620,Margarette,Bibi,16-10-1996,dam,Bissau
621,Josephine,Wareing,16-05-1990,dam,Shenzhen
622,Hannis,Winthorpe,11-09-1995,dam,Oranjestad
623,Leontine,Wittie,13-01-1987,dam,Peshawar
624,Catharine,Kevon,27-11-1990,dam,Nukulaelae
625,Aili,Callista,23-09-1990,dam,Hat Yai
626,Eadie,Sperling,28-01-1992,dam,Bridgetown
627,Xylina,Martsen,30-06-1997,ef,Port Said
628,Gabriellia,Kristi,25-06-1991,ef,Surabaya
629,Maryellen,Maiah,12-06-1988,ef,Hangzhou
630,Alyda,Hoenack,21-12-1999,dam,Strasbourg
631,Henriette,Stav,15-02-1985,ef,Hyderabad
632,Ofilia,Hertzfeld,01-04-2002,dam,Alor Star
633,Hermione,Wenda,27-05-2000,ef,São Paulo
634,Mureil,Therine,01-08-1982,dam,El Aaiún
635,Iseabal,Persse,10-09-1982,ef,Charlottetown
636,Katuscha,Lipson,06-10-1986,dam,Odessa
637,Chrystel,Marijo,14-02-1992,dam,Malabo
638,Ottilie,Hepsibah,15-01-1999,ef,Port-au-Prince
639,Karolina,Ranjiv,13-01-1980,ef,Antananarivo
640,Annecorinne,Paton,28-01-1981,dam,Stepanakert
641,Sheree,Leonard,25-10-1984,ef,Hilo
642,Bobinette,Arley,28-11-1991,ef,The Hague
643,Ariela,Kunin,20-07-1989,dam,Vancouver
644,Jacenta,Seessel,13-09-1994,ef,Bandar Seri Begawan
645,Donetta,Durante,30-09-1997,ef,Cali
646,Wynne,Lail,03-10-1995,dam,Jakarta
647,Demetris,Shama,20-03-1988,ef,Vientiane
648,Gratia,Marlie,16-08-1990,ef,Incheon
649,Emelina,Clywd,29-09-1985,dam,El Aaiún
650,Aaren,Ogren,17-06-1989,dam,El Aaiún
651,Kirbee,Thilda,21-01-1998,dam,Mecca
652,Mariele,Saunderson,19-05-1981,ef,Birkirkara
653,Tobe,Thad,16-12-1992,dam,Tamale
654,Tani,Lynn,01-03-1983,dam,Nashville
655,Genevra,Schenck,12-04-1983,ef,Sofia
656,Orelia,Joseph,27-10-1995,dam,Rosario
657,Josephine,Vacuva,19-08-1992,ef,Espoo
658,Christy,Kathie,21-05-1984,dam,Guadalajara
659,Evaleen,Leopold,16-11-1994,ef,Houston
660,Mallory,Hepsibah,20-11-1992,dam,Brikama
661,Augustine,Leffen,27-07-1980,dam,Marseille
662,Brandise,Wesle,24-08-2000,dam,Yakutsk
663,Vivia,Jerald,03-12-1987,dam,Hai Phong
664,Amara,Lail,02-08-1980,dam,Chennai
665,Leeanne,Croix,12-12-1982,ef,Majuro
666,Silvana,Tacye,21-12-2001,ef,Bridgetown
667,Sherrie,Sholley,06-11-1996,ef,Montevideo
668,Lizzie,Rosette,22-04-1997,ef,Pelotas
669,Ira,Yuille,28-12-1983,dam,Durban
670,Liana,Rodmann,05-11-1985,dam,Douala
671,Steffane,Nore,30-01-1999,dam,Niamey
672,Fanchon,Lunsford,15-02-1981,dam,Gaza
673,Addia,Wyn,02-06-2000,dam,Edinburgh
674,Lucy,Katrine,06-12-2001,dam,Guadalajara
675,Veda,Bollay,28-09-1982,ef,Saint-Denis
676,Molli,Freddi,23-04-1986,ef,Chengdu
677,Di,Arathorn,17-06-1992,ef,Brazzaville
678,Genovera,Teddman,17-03-1987,dam,Conakry
679,Dorice,Thunell,08-03-1984,ef,Faisalabad
680,Henriette,Myrilla,08-07-1980,dam,São Tomé
681,Peri,Roxanna,10-01-2001,ef,Invercargill
682,Ivett,Shaddock,22-02-1988,ef,Ipoh
683,Catharine,Gaspard,09-12-1999,ef,Jerusalem
684,Evita,Christal,02-02-1981,ef,Sukhumi
685,Ardys,Ashely,18-07-1994,ef,Boa Vista
686,Cissiee,Ariella,01-02-1995,dam,Belfast
687,Joane,Chesna,02-10-2000,dam,Johor Bahru
688,Marylou,Screens,09-09-1984,ef,Glasgow
689,Karly,Cherianne,27-10-1987,ef,Maracaibo
690,Kara-Lynn,Pozzy,01-01-1999,ef,Makati City
691,Gwyneth,Christine,10-03-1980,ef,Tiraspol
692,Tersina,Kevon,17-05-1984,ef,Puebla
693,Harmonia,Baylor,23-04-1985,ef,Zapopan
694,Ardys,Holtz,22-11-1993,ef,Suva
695,Frances,Dimitris,14-08-1998,dam,Salt Lake City
696,Valeda,Ummersen,20-05-1997,ef,Ambon
697,Augustine,Dermott,30-11-1992,ef,Fortaleza
698,Amii,Berne,07-05-1984,dam,Helsinki
699,Halette,Fink,22-02-1989,ef,Shillong
700,Candi,Kat,19-12-1988,dam,Tianjin
701,Tierney,Tannie,10-04-1983,dam,Valletta
702,Diena,Juliet,29-06-1980,ef,Okinawa
703,Jerry,Milson,02-07-1992,ef,Stockholm
704,Valeda,Thomasina,28-06-1986,dam,Saint-Denis
705,Loree,Riva,11-05-1999,dam,Chennai
706,Edee,Ardeha,18-03-1989,dam,Greenwich
707,Rubie,Lasley,01-04-1995,ef,Concepción
708,Lorie,Prober,12-06-1996,dam,Mexicali
709,Shaine,Delp,01-09-1982,ef,New Orleans
710,Charmaine,Zamora,22-01-1989,dam,Chengdu
711,Selma,Hazlett,03-08-1994,dam,Buenos Aires
712,Dione,Bearnard,07-01-1992,ef,Indianapolis
713,Dede,Creamer,30-01-1984,dam,Xining
714,Dale,Harriman,23-02-1993,dam,Roseau
715,Aryn,Blisse,21-06-2000,ef,Addis Ababa
716,Emilia,Decato,29-05-2002,dam,Hamburg
717,Elsie,Smitt,14-07-1999,dam,Rio Branco
718,Pierette,Hillel,23-03-2002,dam,Norilsk
719,Mamie,Si,18-09-1988,ef,Gaziantep
720,Laurene,Maisey,24-03-1991,dam,Puerto Williams
721,Nannie,Berl,27-08-2000,dam,Toronto
722,Carilyn,Sherfield,24-11-1999,dam,Hanoi
723,Gisela,Cutlerr,25-03-1988,dam,Willemstad
724,Heida,Cristi,02-03-1986,dam,Arbil
725,Marika,Shama,10-12-1987,dam,Bergen
726,Nadine,Diogenes,14-05-2000,ef,Petropavlovsk-Kamchatsky
727,Dorene,Jacqui,18-03-2002,ef,Jaipur
728,Tamqrah,Philoo,05-02-1998,ef,Las Vegas
729,Helena,Rocray,07-05-1999,ef,Louisville
730,Coral,Rona,11-10-2002,dam,Rosario
731,Sharai,Sikorski,01-10-1986,ef,San Antonio
732,Meriel,Borrell,06-07-2000,dam,El Paso
733,Amalie,Adlare,18-12-1993,ef,Assis
734,Kayla,Slifka,16-01-1982,dam,Innsbruck
735,Olivette,Decato,24-03-1989,ef,Columbus
736,Modestia,Rhu,14-04-1981,ef,Anadyr (town)
737,Marsiella,Aloise,12-01-1996,dam,Belmopan
738,Gwenneth,Cynar,05-07-1996,dam,Yakutsk
739,Melisent,Milde,03-09-1983,ef,Puerto Williams
740,Neila,Philipp,05-07-1985,ef,Peshawar
741,Anica,Gaynor,26-03-2001,dam,Virginia Beach
742,Annaliese,Hutchison,21-07-1989,dam,Cartagena
743,Caritta,Laurianne,23-02-1998,dam,Ahmedabad
744,Felice,Frodi,22-12-1991,dam,Abu Dhabi
745,Xylina,Sallyann,08-05-1992,ef,Hanoi
746,Fawne,Bouchard,31-08-1992,ef,Taichung
747,Glynnis,Engdahl,30-05-1995,ef,Rio Branco
748,Olivette,Ralfston,30-08-1990,ef,Tripoli
749,Dominga,Darrell,25-08-1990,ef,Kunming
750,Paule,Nelsen,24-09-1992,dam,Dallas
751,Carilyn,Tyson,25-11-1985,ef,Jersey City
752,Caritta,Dreda,22-07-2000,ef,Espoo
753,Bettine,Douglass,30-03-1999,dam,Gangtok
754,Lorne,Gilbertson,21-10-1987,dam,Faisalabad
755,Ofilia,Lane,06-10-1986,dam,Malang
756,Dacia,Meter,09-04-1985,ef,Kyoto
757,Dagmar,Gemini,08-01-1993,dam,Havana
758,Zsa Zsa,Gualtiero,01-11-1991,ef,Gaza
759,Monika,Kare,15-12-1982,dam,Rio Branco
760,Benita,Dannye,13-04-1980,dam,Saint-Denis
761,Florie,Dreda,30-06-1984,ef,Milwaukee
762,Tiffie,Cloris,11-03-1998,dam,Hobart
763,Jasmina,Lilas,15-08-2000,dam,Mumbai
764,Nickie,Demitria,12-01-1993,dam,Luxembourg (city)
765,Bibby,Anton,30-05-1986,ef,Banjul
766,Di,Haerr,13-04-1983,dam,Kuching
767,Marinna,Guildroy,01-05-1986,ef,Punta Arenas
768,Elena,Couture,25-07-1982,dam,Geneva
769,Audrie,Tjon,09-07-1984,ef,Tampa
770,Pearline,Muriel,27-04-1986,dam,Chongjin
771,Margette,Newell,25-09-1991,ef,Accra
772,Kathy,Dulciana,24-05-1994,dam,Huế
773,Merle,Durante,27-12-1986,ef,Honiara
774,Clarice,Tjon,16-11-1982,dam,Da Nang
775,Antonietta,Bennie,30-05-2000,ef,Detroit
776,Carmencita,Schonfeld,12-05-1989,dam,Dunedin
777,Oona,Rona,10-05-1995,ef,Vaduz
778,Lusa,Ambrosia,07-12-1996,dam,Zürich
779,Lonnie,Ferino,25-06-2000,ef,São Tomé
780,Sibella,Colleen,11-08-1983,dam,Boa Vista
781,Laure,Federica,14-02-1983,ef,Milwaukee
782,Leia,Judye,14-08-1989,dam,Jayapura
783,Siana,Niccolo,26-02-1981,ef,Bahía Blanca
784,Tabbatha,Erlandson,07-06-1985,ef,Majuro
785,Audrie,Leler,11-06-1980,ef,Curitiba
786,Meriel,Cosenza,10-03-1983,ef,Kawasaki
787,Amalie,Engdahl,17-07-1980,dam,Samara
788,Glynnis,Wildermuth,27-11-1995,ef,Port-au-Prince
789,Nadine,Annice,24-02-1991,dam,Bangui
790,Christian,Ethban,27-03-1982,ef,Rockhampton
791,Vivia,Amadas,30-10-2000,ef,Funafuti
792,Starla,Poppy,23-01-2002,dam,Lviv
793,Madalyn,Markman,11-07-2000,ef,Namangan
794,Kristina,Hailee,09-01-2000,dam,Longyearbyen
795,Madelle,Melan,06-04-1996,ef,Maracaibo
796,Margarette,Munn,16-01-1987,dam,Pattaya
797,Nollie,Chinua,09-08-1990,ef,Monaco
798,Kimberley,Connelly,18-01-1987,ef,Kuwait City
799,Misha,Bonucci,14-03-1983,dam,Karachi
800,Etta,Crudden,01-07-1984,dam,Recife
801,Annice,Letsou,13-02-1987,ef,Bogor
802,Stephanie,Grayce,09-09-1984,dam,Milan
803,Max,Mott,04-09-1991,ef,Ottawa
804,Fanchon,Read,09-05-1997,ef,Bishkek
805,Glynnis,Latini,21-04-2001,ef,Vaduz
806,Bee,Laverne,11-11-1980,dam,Riverside
807,Isa,Hillel,01-06-1996,dam,Hobart
808,Sean,McLaughlin,31-05-1985,dam,Arbil
809,Rozele,Philoo,09-01-1992,dam,Lviv
810,Frances,Howlyn,07-09-1983,ef,Dodoma
811,Brianna,Margarete,15-07-1997,dam,Gibraltar
812,Dorothy,Trinetta,06-09-2000,dam,Stuttgart
813,Di,Delacourt,05-02-1981,ef,Magadan
814,Dulce,Elbertina,18-09-1996,dam,Arbil
815,Kirbee,Ricki,16-06-1986,dam,Bandung
816,Brietta,Hashim,27-07-1994,dam,Yangon
817,Ashlee,Hirsch,05-09-1996,ef,Singapore
818,Selma,Bebe,17-07-1982,dam,Tabriz
819,Kate,Muriel,24-06-1989,ef,Valencia
820,Yetty,Roche,31-08-1989,ef,Adak
821,Dorthy,Brian,20-02-1985,dam,Sarajevo
822,Clarice,Malvino,26-12-2000,dam,Muscat
823,Rani,Bahr,15-05-1999,ef,Majuro
824,Dianemarie,Chinua,19-11-1982,dam,Brikama
825,Almeta,Ludewig,18-10-1981,ef,Tashkent
826,Amelia,Delp,15-09-2000,dam,Hamilton
827,Annaliese,Daegal,23-04-2002,dam,Chaguanas
828,Lily,Edison,12-08-1999,ef,Malabo
829,Debee,Celestine,15-06-1982,dam,Stuttgart
830,Theodora,Forrer,07-02-1990,ef,Dalian
831,Merci,Prouty,04-09-1991,dam,Christchurch
832,Bobinette,Lesley,21-11-2001,ef,Monterrey
833,Veda,Beebe,22-06-1998,dam,Boston
834,Emmey,Rheingold,22-07-1988,dam,Toronto
835,Heida,Brunell,12-03-1998,dam,Nukulaelae
836,Robbi,Colyer,08-03-1984,ef,Bishkek
837,Brynna,Whiffen,14-01-1987,dam,Dresden
838,Gabriellia,Raseda,07-11-1989,ef,Tagbilaran
839,Lacie,Mott,20-09-1983,dam,Ljubljana
840,Christian,Trinetta,06-01-1986,dam,Manchester
841,Mureil,Jobi,24-08-1999,dam,Pattaya
842,Sheelagh,Lane,09-10-1990,ef,Reykjavík
843,Gaylene,Gregrory,03-11-1980,dam,Padang
844,Merry,Selway,05-05-1984,dam,Apia
845,Lusa,Durware,01-10-1998,ef,Regina
846,Rosabelle,Arley,13-07-1982,dam,Dar es Salaam
847,Lolita,Bluh,14-12-1982,ef,New Orleans
848,Tani,Lareena,01-10-1987,ef,Ashgabat
849,Mellicent,Justinn,03-12-1981,ef,Ottawa
850,Tarra,Madox,12-05-1999,ef,Brazzaville
851,Nicoli,Roumell,26-03-2000,dam,Albuquerque
852,Karena,Pulsifer,04-09-1982,dam,Cleveland
853,Brynna,Ariella,06-02-1989,ef,Panama City
854,Letizia,Grobe,22-06-1981,dam,Newcastle
855,Ida,Marsden,23-10-1986,ef,Accra
856,Collen,Lenny,01-12-1989,dam,Ouagadougou
857,Carolina,Gabrielli,27-11-2001,dam,Columbus
858,Xylina,Fontana,09-03-2001,dam,Yaoundé
859,Morganica,Arathorn,26-11-1988,dam,Xi'an
860,Maridel,Reidar,28-12-2002,ef,Adelaide
861,Fanchon,Lanita,21-03-1990,ef,Omdurman
862,Babita,Cohdwell,04-09-1998,ef,Accra
863,Christal,Brotherson,28-12-1984,dam,Yerevan
864,Elvira,Sidonius,18-02-1993,dam,Perm
865,Sidoney,Sawtelle,11-12-1983,dam,Ndola
866,Merci,Schalles,08-06-1999,dam,Tskhinvali
867,Georgina,Wenda,24-09-1993,ef,Wichita
868,Karena,Colp,12-04-1992,dam,Palikir
869,Lonnie,Halla,14-08-1982,ef,Kyoto
870,Monika,Therine,21-03-2002,dam,Qingdao
871,Elise,Fabiola,02-04-1993,ef,Tashkent
872,Stephanie,Jillane,26-03-1998,dam,Andorra la Vella
873,Joeann,Egbert,18-12-1986,ef,Majuro
874,Addia,Eiser,05-12-1989,ef,Libreville
875,Cam,Weitman,23-04-1985,dam,Dallas
876,Petronia,Bevin,13-02-1984,dam,Papeete
877,Fredericka,Harriman,15-09-1997,dam,Yaoundé
878,Chandra,Stilwell,19-01-1994,ef,San Carlos de Bariloche
879,Monika,Burch,03-05-2002,dam,Francistown
880,Siana,Teddman,29-08-1988,dam,Kandy
881,Atlanta,Ochs,20-03-1999,dam,Asmara
882,Marguerite,Maiah,16-11-1991,ef,Bangalore
883,Caressa,Clywd,18-11-1984,ef,Hai Phong
884,Cyb,Revkah,25-11-1987,dam,Serekunda
885,Nyssa,Zeeba,01-12-2002,dam,Praia
886,Marita,Manolo,20-11-1986,dam,Shenyang
887,Dede,Dosia,14-12-1990,ef,Linz
888,Nicoli,Pelagias,10-11-1991,dam,Calgary
889,Gilda,Alva,23-12-2000,ef,Bloemfontein
890,Viki,Jary,24-08-1997,dam,Port Said
891,Ericka,Zenas,24-12-1998,ef,Columbus
892,Etta,Barrus,05-02-1987,ef,Vaduz
893,Nerta,Mathilde,07-12-1985,dam,Pretoria
894,Caryl,Birdella,08-09-1984,ef,N'Djamena
895,Cathyleen,Shuler,20-05-1999,dam,Pattaya
896,Queenie,Poppy,24-02-1987,ef,Porto
897,Claresta,Melony,26-06-1995,ef,San Juan
898,Larine,Flyn,29-08-1987,dam,Accra
899,Annecorinne,Bow,20-09-1987,ef,Sukhumi
900,Kaja,Maisey,03-10-1982,dam,Ulan Bator
901,Clary,Harday,28-08-1985,dam,Cayenne
902,Dorice,Belanger,16-02-1982,dam,Guangzhou
903,Vanessa,Buckler,21-08-1996,dam,Fukuoka
904,Ellette,Saint,26-01-1998,ef,Kobe
905,Gratia,Talia,29-05-1987,dam,Tbilisi
906,Sheelagh,Croix,26-01-1993,ef,Petropavlovsk-Kamchatsky
907,Fayre,Craggie,16-03-1983,dam,Malmö
908,Jennica,Kirstin,29-04-1998,dam,Chaguanas
909,Alleen,Jorgan,15-11-1991,ef,Guangzhou
910,Paola,Madaih,18-05-2001,ef,São Paulo
911,Dolli,Faust,26-06-1995,ef,Sydney
912,Alia,Lasley,15-01-2002,ef,Stepanakert
913,Yetty,Lesley,10-01-1998,ef,Málaga
914,Gusty,Nunci,21-06-1982,dam,Baghdad
915,Caryl,Clywd,24-01-1982,ef,Taichung
916,Harrietta,Rooney,30-03-1989,ef,Enugu
917,Ginnie,Glovsky,21-12-1983,dam,Honolulu
918,Chickie,Riva,05-12-1990,dam,Gothenburg
919,Lauryn,Reneta,15-06-1996,ef,Tucson
920,Cherilyn,Granoff,16-09-1983,dam,Bloemfontein
921,Ira,Madelene,20-08-1999,dam,Bulawayo
922,Codie,Ardra,27-12-1999,ef,Qingdao
923,Lelah,Dorcy,10-05-1991,dam,Alexandria
924,Danika,Bonucci,22-02-1987,dam,Murmansk
925,Sarette,Aida,25-07-1994,ef,Tampere
926,Nariko,Maisey,14-06-1996,dam,New Orleans
927,Kristan,Faro,14-06-1992,dam,Port Moresby
928,Ardenia,Lorain,28-07-1991,dam,Ürümqi
929,Susan,Hedve,29-12-2001,ef,Tagbilaran
930,Moyna,Harriman,08-09-1983,dam,Tehran
931,Lacie,Pascia,18-02-1986,ef,Nanjing
932,Paola,Love,01-12-2002,dam,Willemstad
933,Carly,Adalbert,04-07-2001,ef,Charlottetown
934,Di,Billye,07-09-1981,dam,The Valley
935,Zsa Zsa,Eachern,15-10-1997,dam,Malang
936,Modestia,Susannah,07-01-1995,dam,Francistown
937,Leona,Ummersen,13-08-1999,ef,Tegucigalpa
938,Chickie,Dawkins,06-06-1987,ef,Boa Vista
939,Henriette,Noman,06-10-1989,dam,Yokohama
940,Nickie,Marlie,05-10-2002,dam,Bern
941,Tani,Dowski,23-03-1985,dam,Riyadh
942,Margalo,Pelagias,30-09-1984,ef,São Paulo
943,Nelle,Woodberry,09-06-1985,dam,Majuro
944,Arabel,Andrel,20-09-1996,dam,Córdoba
945,Sybille,Uird,22-11-1980,ef,Rabi Island
946,Maridel,Engdahl,17-04-1990,ef,Innsbruck
947,Blondelle,Pearse,10-08-1990,ef,Lahore
948,Lynnea,Selway,09-07-1982,ef,Guadalajara
949,Hallie,Shuler,21-04-1996,dam,Weno
950,Raquela,Bonucci,06-03-1982,ef,Concepción
951,Heida,Ader,25-10-2001,dam,Managua
952,Molli,Reneta,08-01-1983,dam,Panama City
953,Elena,Kelula,13-07-1998,dam,Valletta
954,Elyssa,Pearse,23-09-1980,dam,Helsinki
955,Mariann,Elbertina,07-02-2000,dam,Srinagar
956,Thalia,Iiette,11-06-1983,dam,Yokohama
957,Celisse,Lareena,21-11-1983,ef,Recife
958,Jan,Aurelio,08-09-1999,dam,Cebu City
959,Cassondra,Llovera,02-10-1992,dam,Chihuahua
960,Eadie,Robertson,14-02-1987,dam,Hilo
961,Esmeralda,Anyah,12-08-1989,ef,Mogadishu
962,Jobi,Iiette,14-03-1992,ef,Chiang Mai
963,Heida,Hamil,16-11-2001,ef,Lomé
964,Leia,Wallis,13-06-1996,dam,Murmansk
965,Debee,Dowski,25-01-1984,ef,Pago Pago
966,Gianina,Llovera,02-08-1999,ef,St. George's
967,Fawne,Lareena,31-01-2000,ef,Luxor
968,Flory,Burch,02-07-2002,dam,Mendoza
969,Marline,Sheedy,25-04-1983,ef,Mecca
970,Brena,Nance,30-10-1982,ef,Surat
971,Mara,Tristram,31-03-1996,ef,Alexandria
972,Maye,Gaynor,11-03-1997,ef,Baltimore
973,Cassandra,Lamoree,24-08-1995,ef,Phnom Penh
974,Kathy,Latini,16-08-1985,dam,Bamako
975,Lilith,Bow,11-06-2000,ef,Livingstone
976,Blake,Riva,04-11-1998,ef,Nouakchott
977,Aigneis,Emerson,07-06-2001,ef,La Paz
978,Consuela,Deny,01-04-2000,dam,Kota Bharu
979,Estell,Ventre,31-07-1992,ef,Tbilisi
980,Antonietta,Ezar,10-11-1985,ef,Belém
981,Ardys,Irmine,08-07-1990,dam,Kingstown
982,Dagmar,Loeb,26-12-1998,ef,Seattle
983,Sabina,Francyne,26-10-2002,ef,Dushanbe
984,Deloria,Juliet,17-05-1985,dam,Kota Bharu
985,Ashlee,Sabella,09-03-1999,dam,Townsville
986,Brietta,Cookie,27-10-1981,ef,Minsk
987,Pierette,Eugenia,24-08-1987,dam,Casablanca
988,Constance,Fosque,08-04-1984,dam,Abu Dhabi
989,Lily,Burch,03-12-1993,dam,Frankfurt
990,Judy,Poll,01-04-1984,dam,Asunción
991,Violet,Helfand,02-08-1987,dam,Graz
992,Layla,Naashom,06-03-1999,ef,Xi'an
993,Lanae,Carey,12-01-1993,dam,Qingdao
994,Alleen,Ax,05-11-1997,dam,Moscow
995,Sashenka,Publia,10-07-1987,ef,Riga
996,Nariko,Creamer,24-02-1991,dam,Road Town
997,Leia,Hilbert,21-05-1997,dam,Ottawa
998,Mahalia,Fabiola,16-05-2000,ef,Davao City
999,Elka,Adore,13-03-1996,ef,Dunedin
